0	0	0
0	0	2
1	1	4
2	2	7
3	3	9
4	3	12
5	4	14
7	5	17
8	5	19
9	6	21
10	7	24
11	7	26
12	8	28
14	8	31
15	9	33
16	10	35
18	10	37
19	11	39
21	11	42
22	12	44
24	13	46
25	13	48
27	14	50
28	14	52
30	15	54
31	15	56
33	16	58
34	16	60
36	17	62
38	17	64
40	18	66
41	18	68
43	19	70
45	19	72
47	19	73
48	20	75
50	20	77
52	21	79
54	21	80
56	22	82
58	22	83
59	23	85
61	23	87
63	23	88
65	24	90
67	24	91
69	25	93
71	25	94
73	26	95
75	26	97
77	27	98
79	27	99
81	27	101
83	28	102
85	28	103
87	29	104
89	29	105
91	30	106
93	30	108
95	31	109
97	31	110
99	32	111
101	32	112
103	32	113
105	33	114
107	33	114
109	34	115
111	34	116
113	35	117
115	36	118
117	36	118
119	37	119
121	37	120
123	38	120
125	38	121
127	39	122
129	39	122
131	40	123
133	41	123
135	41	124
137	42	124
139	42	125
141	43	125
143	44	126
145	44	126
147	45	126
149	46	127
151	46	127
153	47	127
154	48	128
156	48	128
158	49	128
160	50	128
162	51	129
164	51	129
165	52	129
167	53	129
169	54	129
171	54	129
172	55	129
174	56	129
176	57	129
177	58	129
179	59	130
180	60	130
182	60	130
184	61	129
185	62	129
187	63	129
188	64	129
190	65	129
191	66	129
193	67	129
194	68	129
195	69	129
197	70	129
198	71	129
200	72	129
201	73	128
202	74	128
203	75	128
205	76	128
206	77	128
207	79	128
208	80	128
209	81	127
211	82	127
212	83	127
213	84	127
214	85	127
215	87	127
216	88	126
217	89	126
218	90	126
219	92	126
220	93	126
221	94	126
222	95	126
222	97	125
223	98	125
224	99	125
225	101	125
226	102	125
226	103	125
227	105	125
228	106	125
228	107	125
229	109	125
230	110	125
230	111	125
231	113	124
231	114	124
232	116	124
232	117	125
233	119	125
233	120	125
234	121	125
234	123	125
235	124	125
235	126	125
235	127	125
236	129	125
236	130	125
237	132	126
237	133	126
237	135	126
237	136	126
238	138	127
238	139	127
238	141	127
238	142	128
238	144	128
239	145	128
239	147	129
239	148	129
239	150	130
239	152	130
239	153	131
239	155	131
239	156	132
240	158	132
240	159	133
240	161	134
240	162	134
240	164	135
240	166	136
240	167	136
240	169	137
240	170	138
240	172	139
240	173	140
240	175	140
240	176	141
240	178	142
240	179	143
240	181	144
240	182	145
240	184	146
239	185	148
239	187	149
239	188	150
239	190	151
239	191	152
239	193	153
239	194	155
239	196	156
239	197	157
239	199	159
239	200	160
239	202	161
239	203	163
239	205	164
239	206	166
239	207	167
239	209	169
239	210	171
239	212	172
239	213	174
239	214	175
239	216	177
239	217	179
240	218	181
240	220	182
240	221	184
240	222	186
240	223	188
240	225	190
240	226	192
241	227	194
241	228	196
241	230	198
241	231	200
242	232	202
242	233	204
242	234	206
243	235	208
243	236	210
243	238	212
244	239	215
244	240	217
245	241	219
245	242	221
245	243	223
246	244	226
247	245	228
247	246	230
248	247	233
248	248	235
249	249	237
250	249	240
250	250	242
251	251	245
252	252	247
253	253	250
254	254	252
255	255	255
