0	0	0
0	1	0
0	3	0
0	5	0
0	7	0
0	9	1
0	11	1
0	13	2
0	15	3
0	17	3
0	19	4
0	21	5
0	22	6
0	24	8
0	26	9
0	28	10
0	30	12
0	31	13
0	33	15
0	35	17
0	36	18
0	38	20
0	40	22
0	41	24
0	43	26
0	44	29
0	46	31
0	47	33
0	49	36
0	50	38
0	51	41
0	53	43
0	54	46
0	55	49
0	56	51
0	57	54
0	58	57
0	60	60
0	61	63
0	62	66
0	62	69
0	63	72
0	64	75
0	65	79
0	66	82
0	67	85
0	67	88
0	68	91
0	68	95
0	69	98
0	70	101
0	70	104
0	70	108
0	71	111
0	71	114
0	72	117
0	72	121
1	72	124
3	72	127
5	72	130
7	73	133
9	73	137
11	73	140
13	73	143
15	73	146
17	73	149
20	73	152
22	73	155
25	73	157
27	72	160
30	72	163
32	72	166
35	72	168
38	72	171
41	71	173
44	71	176
47	71	178
50	71	180
53	70	183
56	70	185
59	70	187
63	69	189
66	69	191
69	69	193
73	68	195
76	68	196
80	68	198
83	67	199
87	67	201
90	66	202
94	66	204
97	66	205
101	65	206
105	65	207
108	65	208
112	64	209
116	64	209
119	64	210
123	64	210
127	63	211
130	63	211
134	63	212
138	63	212
141	62	212
145	62	212
149	62	212
152	62	212
156	62	211
159	62	211
163	62	211
166	62	210
170	62	210
173	62	209
177	62	208
180	62	207
183	62	207
187	63	206
190	63	205
193	63	203
196	63	202
199	64	201
202	64	200
205	65	198
208	65	197
211	66	195
214	66	194
217	67	192
219	67	191
222	68	189
225	69	187
227	69	186
229	70	184
232	71	182
234	72	180
236	73	178
238	74	176
240	75	174
242	76	172
244	77	170
246	78	168
247	80	166
249	81	164
251	82	162
252	84	160
253	85	158
255	86	156
255	88	154
255	89	152
255	91	150
255	92	148
255	94	146
255	96	144
255	97	142
255	99	140
255	101	138
255	103	136
255	105	134
255	106	132
255	108	131
255	110	129
255	112	127
255	114	126
255	116	124
255	118	123
255	120	121
255	123	120
255	125	118
255	127	117
255	129	116
255	131	115
255	133	114
255	136	113
255	138	112
255	140	111
255	142	110
255	144	109
255	147	109
255	149	108
255	151	108
254	154	107
253	156	107
252	158	107
251	160	106
249	163	106
248	165	106
247	167	106
246	169	107
245	172	107
244	174	107
242	176	108
241	178	108
240	181	109
239	183	110
237	185	110
236	187	111
235	189	112
234	191	113
232	194	114
231	196	116
230	198	117
229	200	118
228	202	120
227	204	121
226	206	123
225	207	125
224	209	127
223	211	128
222	213	130
221	215	132
220	217	134
219	218	137
218	220	139
218	222	141
217	223	143
216	225	146
216	226	148
215	228	151
215	229	153
215	231	156
214	232	158
214	233	161
214	234	164
214	236	166
214	237	169
214	238	172
214	239	175
214	240	178
214	241	180
215	242	183
215	243	186
216	244	189
216	245	192
217	246	195
218	246	198
219	247	201
220	248	204
221	249	206
222	249	209
223	250	212
224	250	215
225	251	218
227	251	221
228	252	223
230	252	226
231	252	229
233	253	231
235	253	234
237	253	236
239	254	239
241	254	241
243	254	244
245	254	246
247	254	248
250	254	250
252	254	252
255	255	255
