0	0	0
0	0	2
1	1	5
1	2	8
2	3	11
2	4	14
2	5	17
2	6	19
2	7	22
2	9	25
2	10	27
2	11	30
1	13	32
1	14	34
0	16	36
0	18	38
0	19	40
0	21	42
0	23	43
0	25	45
0	27	46
0	29	48
0	31	49
0	33	50
0	35	51
0	37	51
0	39	52
0	41	52
0	43	53
0	45	53
0	48	53
0	50	53
0	52	52
0	54	52
0	56	51
0	58	51
0	61	50
0	63	49
0	65	48
0	67	47
0	69	46
0	71	44
0	73	43
0	75	41
0	77	40
0	79	38
0	81	36
0	83	34
0	84	32
0	86	30
0	88	28
0	89	26
0	91	23
0	92	21
0	94	19
0	95	17
0	96	14
0	98	12
0	99	10
0	100	7
0	101	5
1	102	3
3	103	0
6	103	0
9	104	0
12	105	0
15	105	0
18	105	0
21	106	0
25	106	0
28	106	0
32	106	0
36	107	0
40	107	0
44	106	0
48	106	0
52	106	0
56	106	0
61	105	0
65	105	0
70	104	0
74	104	0
79	103	0
83	103	0
88	102	0
93	101	0
98	100	0
103	99	0
107	98	0
112	98	0
117	97	0
122	96	0
127	94	0
132	93	0
136	92	0
141	91	0
146	90	0
151	89	0
155	88	0
160	87	0
164	86	0
169	84	1
173	83	4
177	82	7
181	81	11
185	80	14
189	79	18
193	78	22
197	77	26
201	76	31
204	75	35
207	74	40
211	74	44
214	73	49
217	72	54
219	71	59
222	71	64
225	70	69
227	70	74
229	70	80
231	69	85
233	69	91
235	69	96
236	69	102
237	69	107
238	69	113
239	69	119
240	69	124
241	69	130
241	70	135
242	70	141
242	71	147
242	71	152
242	72	158
241	73	163
241	74	169
240	75	174
239	76	180
238	77	185
237	79	190
236	80	195
235	82	200
233	83	205
232	85	210
230	86	214
228	88	219
226	90	223
224	92	228
222	94	232
219	96	236
217	98	240
214	101	243
212	103	247
209	105	250
207	108	253
204	110	255
201	113	255
198	116	255
195	118	255
193	121	255
190	124	255
187	127	255
184	129	255
181	132	255
178	135	255
175	138	255
172	141	255
169	144	255
167	147	255
164	150	255
161	153	255
158	156	255
156	159	255
153	162	255
151	165	255
148	168	255
146	171	255
144	174	255
142	177	255
140	180	255
138	182	255
136	185	255
135	188	255
133	191	255
132	193	255
130	196	255
129	199	255
128	201	255
127	204	255
127	206	255
126	209	255
126	211	255
125	213	255
125	215	254
125	218	251
125	220	249
125	222	247
126	224	244
126	225	242
127	227	240
128	229	237
129	231	235
130	232	233
131	234	231
132	235	228
134	236	226
136	238	224
137	239	222
139	240	220
141	241	218
143	242	216
145	243	214
148	244	213
150	244	211
153	245	210
155	246	208
158	246	207
160	247	206
163	247	205
166	248	204
169	248	203
172	249	203
175	249	202
178	249	202
181	249	201
184	249	201
187	250	201
190	250	201
193	250	202
196	250	202
199	250	203
202	250	203
206	250	204
209	250	205
211	250	206
214	250	208
217	250	209
220	250	211
223	250	212
225	250	214
228	250	216
231	250	218
233	250	220
235	250	222
238	250	224
240	250	227
242	250	229
244	251	232
245	251	235
247	251	237
249	252	240
250	252	243
251	253	246
253	253	249
254	254	252
255	255	255
